t,motion,speed,area,elong
0.0,,,63894.0,3.0392156862745097
0.19999979999999998,4.441184286629879,1.3929407377699679,63971.0,3.0541871921182264
0.39999959999999996,3.852602516236313,1.2518274622797336,63746.0,3.0392156862745097
0.5999994,3.6890379611924393,1.0780540393751923,63802.0,3.0392156862745097
0.7999991999999999,3.5826455358543856,0.7652860571498813,63730.0,3.0541871921182264
0.999999,5.300006208095357,6.390569904263776,64432.0,2.9523809523809526
1.1999988,6.437497134998854,8.88691338934631,65445.0,2.883720930232558
1.3999986,4.171432501413703,1.071282960045949,65431.0,2.897196261682243
1.5999983999999998,4.843413127413127,3.4515033314384205,64750.0,2.9107981220657275
1.7999981999999999,4.89237661186206,4.989217706615316,64289.0,2.9523809523809526
1.999998,4.836943366951125,1.9588615350348082,64450.0,2.9245283018867925
2.1999978,7.439438152980843,17.286478951437722,66139.0,2.7927927927927927
2.3999976,6.340750979736914,5.3596949838475325,65834.0,2.9107981220657275
2.5999974,7.447747131676924,9.820728754028814,65805.0,2.995169082125604
2.7999972,8.27513060709782,6.319451354729425,66612.0,2.995169082125604
2.999997,,3.7929805137843347,66150.0,3.024390243902439
3.1999967999999996,,5.869133183358584,66507.0,3.0097087378640777
3.3999965999999997,6.088489627671491,4.571396634077204,66957.0,2.980769230769231
3.5999963999999998,6.48037204007968,5.205348062859667,66767.0,2.897196261682243
3.7999962,,4.669986485664312,65213.0,2.7927927927927927
3.999996,5.168792827509051,14.851175733808219,64357.0,2.9665071770334928
4.1999958,,11.239954501147126,64197.0,2.938388625592417
4.3999956,7.611899029126214,11.218159998828671,64375.0,3.024390243902439
4.5999954,11.345419993563317,21.395864138992952,65251.0,3.1472081218274113
4.7999952,4.66161203239491,5.749190025972779,64825.0,3.163265306122449
4.999995,3.7131643625192012,2.7495732413191645,65100.0,3.163265306122449
5.1999948,,3.8846318102113986,64321.0,3.1794871794871793
5.399994599999999,,3.3636765208715516,65097.0,3.1472081218274113
5.5999944,3.5506195643808205,0.14350494596631577,64965.0,3.163265306122449
5.7999941999999995,,382.13450018656124,12499.0,1.8556701030927836
5.999994,,378.661710210381,64497.0,3.163265306122449
6.1999938,3.583916739592449,4.459969931131961,63992.0,3.163265306122449
6.399993599999999,13.202721478841333,33.806041105574934,66214.0,2.8054298642533935
6.5999934,,26.093908091423536,63985.0,2.995169082125604
6.799993199999999,,2.767291423743192,63117.0,3.024390243902439
6.999993,3.7150040448582713,2.0870583484056664,63043.0,3.024390243902439
7.1999927999999995,,392.4136494031427,12135.0,1.514018691588785
7.3999926,,395.74259339701456,63761.0,3.0097087378640777
7.5999924,,4.05345924098238,62937.0,3.024390243902439
7.799992199999999,3.591870408859414,1.2980897052048523,63029.0,3.024390243902439
7.999992,,393.01231328311906,12245.0,1.514018691588785
8.1999918,,368.0797308317877,66913.0,2.7555555555555555
8.3999916,,13.035688671931561,64988.0,2.857142857142857
8.5999914,5.441298779569083,9.581515302664389,66370.0,2.767857142857143
8.7999912,,15.884580384634372,68691.0,2.6382978723404253
8.999991,,13.353317014281938,66464.0,2.7927927927927927
9.1999908,4.267174416667928,3.0273863703819117,66043.0,2.8054298642533935
9.399990599999999,,8.890509037064934,66426.0,2.8310502283105023
9.5999904,,4.741413684992618,65053.0,2.938388625592417
9.7999902,13.751798880696455,29.50799027200161,67542.0,2.8310502283105023
9.99999,10.528540216746487,15.553698330055877,69113.0,2.980769230769231
10.199989799999999,8.333865724381626,14.385494103233924,70750.0,2.9523809523809526
10.3999896,,372.3588956306177,18823.0,2.0089285714285716
10.5999894,,368.104553061796,71628.0,2.938388625592417
10.799989199999999,,438.2609887943408,21855.0,2.0833333333333335
10.999989,11.437322534096728,40.9439853241604,21483.0,2.2672413793103448
11.1999888,10.590626096106629,14.769629661060707,22808.0,2.413793103448276
11.399988599999999,6.983495776478232,5.602955889396384,23085.0,2.3389830508474576
11.599988399999999,19.936229054823492,72.79034935090061,24588.0,2.1031746031746033
11.7999882,,358.88313066263544,78586.0,2.6050420168067228
11.999988,4.878401793904801,3.9242622275363184,78488.0,2.6271186440677967
12.199987799999999,5.685055954525845,5.374130374976496,78814.0,2.5833333333333335
12.3999876,,13.140850024469648,79880.0,2.4899598393574296
