session,day,mouse,sex,phase,period,kind,pos,stim_code,stimulus,n_del,dur_min,truncated,uncertain_pct,attending_dur_pct_time,escape_dur_pct_time,guarding_dur_pct_time,lickbite_dur_pct_time,attending_n_per_delivery,escape_n_per_delivery,flinch_n_per_delivery,guarding_n_per_delivery,lickbite_n_per_delivery,withdrawal_n_per_delivery,attending_rate_per_min,escape_rate_per_min,flinch_rate_per_min,guarding_rate_per_min,lickbite_rate_per_min,withdrawal_rate_per_min
10,2,M1,M,Post-treatment,baseline,baseline,0,0,none,0,4.999994999999999,0,0.0,0.0,3.3444444444444446,0.0,0.0,,,,,,,0.0,1.2000012000012001,0.0,0.0,0.0,0.0
10,2,M1,M,Post-treatment,block1_Light touch,stimulus,1,1,Light touch,12,4.999994999999999,0,0.0,0.30000000000000004,0.24444444444444446,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.20000020000020002,0.20000020000020002,0.0,0.0,0.0,0.40000040000040005
10,2,M1,M,Post-treatment,block2_Pin prick,stimulus,2,2,Pin prick,16,4.999994999999999,0,0.0,2.0444444444444447,0.6222222222222222,0.0,0.0,0.1875,0.125,0.5625,0.0,0.0,0.875,0.6000006000006001,0.40000040000040005,1.8000018000018003,0.0,0.0,2.8000028000028006
10,2,M1,M,Post-treatment,block3_Heat,stimulus,3,3,Heat,19,4.999994999999999,0,0.0,0.0,0.24444444444444446,0.1,0.2333333333333334,0.0,0.05263157894736842,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.6842105263157895,0.0,0.20000020000020002,1.6000016000016002,0.20000020000020002,0.20000020000020002,2.6000026000026004
10,2,M1,M,Post-treatment,block4_Mild touch,stimulus,4,4,Mild touch,17,4.999994999999999,0,0.0,0.0,0.5777777777777778,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.5294117647058824,0.0,0.20000020000020002,0.20000020000020002,0.0,0.0,1.8000018000018003
11,2,M2,M,Post-treatment,baseline,baseline,0,0,none,0,4.999994999999999,0,0.0,0.0,3.888888888888889,0.0,0.0,,,,,,,0.0,1.4000014000014003,0.0,0.0,0.0,0.0
11,2,M2,M,Post-treatment,block1_Heat,stimulus,1,1,Heat,19,4.999994999999999,0,0.0,0.6333333333333334,1.7777777777777781,0.0,0.0,0.10526315789473684,0.15789473684210525,0.3157894736842105,0.0,0.0,0.5263157894736842,0.40000040000040005,0.6000006000006001,1.2000012000012001,0.0,0.0,2.0000020000020005
11,2,M2,M,Post-treatment,block2_Pin prick,stimulus,2,2,Pin prick,17,4.999994999999999,0,0.0,1.1111111111111112,1.0444444444444445,0.33333333333333337,0.1,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.7058823529411765,1.0000010000010002,0.6000006000006001,0.6000006000006001,0.20000020000020002,0.20000020000020002,2.4000024000024003
11,2,M2,M,Post-treatment,block3_Mild touch,stimulus,3,3,Mild touch,15,4.999994999999999,0,0.0,0.6333333333333334,0.9777777777777779,0.6111111111111112,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.6,0.20000020000020002,0.40000040000040005,0.40000040000040005,0.20000020000020002,0.0,1.8000018000018003
11,2,M2,M,Post-treatment,block4_Light touch,stimulus,4,4,Light touch,19,4.999994999999999,0,0.0,0.7000000000000001,3.5555555555555562,0.0,0.0,0.10526315789473684,0.3157894736842105,0.21052631578947367,0.0,0.0,0.42105263157894735,0.40000040000040005,1.2000012000012001,0.8000008000008001,0.0,0.0,1.6000016000016002
