Session,Delivery,Stim code,Stimulus,Frame,Time_s
,1,1,mild touch,9010,300.2997
,2,1,mild touch,9217,307.1997
,3,1,mild touch,9291,309.6664
,4,1,mild touch,9366,312.1664
,5,1,mild touch,9457,315.1997
,6,1,mild touch,9501,316.6663
,7,1,mild touch,9550,318.2997
,8,1,mild touch,9586,319.4997
,9,1,mild touch,11913,397.0663
,10,1,mild touch,12032,401.0329
,11,1,mild touch,12272,409.0329
,12,1,mild touch,12530,417.6329
,13,1,mild touch,12684,422.7662
,14,1,mild touch,12719,423.9329
,15,1,mild touch,13068,435.5662
,16,1,mild touch,13128,437.5662
,17,1,mild touch,13156,438.4996
,18,1,mild touch,14360,478.6329
,19,1,mild touch,14413,480.3995
,20,1,mild touch,14450,481.6329
,21,1,mild touch,16795,559.7994
,22,1,mild touch,16863,562.0661
,23,1,mild touch,16911,563.6661
,24,1,mild touch,17237,574.5328
,25,1,mild touch,17272,575.6994
,26,1,mild touch,17302,576.6994
,27,2,light,20427,680.8660
,28,2,light,21800,726.6326
,29,2,light,21974,732.4326
,30,2,light,22045,734.7993
,31,2,light,22117,737.1993
,32,2,light,22175,739.1326
,33,2,light,22229,740.9326
,34,2,light,22574,752.4326
,35,2,light,22603,753.3992
,36,2,light,23986,799.4992
,37,2,light,24022,800.6992
,38,2,light,24119,803.9325
,39,2,light,24319,810.5992
,40,2,light,24344,811.4325
,41,2,light,24394,813.0992
,42,2,light,24505,816.7992
,43,2,light,25397,846.5325
,44,2,light,25509,850.2658
,45,2,light,25543,851.3991
,46,2,light,25580,852.6325
,47,2,light,25649,854.9325
,48,2,light,25700,856.6325
,49,2,light,25744,858.0991
,50,2,light,27272,909.0324
,51,2,light,27339,911.2658
,52,2,light,27390,912.9658
,53,2,light,27548,918.2324
,54,2,light,27669,922.2657
,55,3,Heat,31007,1033.5323
,56,3,Heat,32798,1093.2322
,57,3,Heat,32847,1094.8656
,58,3,Heat,32888,1096.2322
,59,3,Heat,35178,1172.5655
,60,3,Heat,35257,1175.1988
,61,3,Heat,35273,1175.7322
,62,3,Heat,35301,1176.6655
,63,3,Heat,35320,1177.2988
,64,3,Heat,35324,1177.4322
,65,3,Heat,35333,1177.7322
,66,3,Heat,35356,1178.4988
,67,3,Heat,38308,1276.8987
,68,3,Heat,38465,1282.1321
,69,3,Heat,38539,1284.5987
,70,3,Heat,38553,1285.0654
,71,3,Heat,38568,1285.5654
,72,3,Heat,39381,1312.6654
,73,3,Heat,39411,1313.6654
,74,3,Heat,39438,1314.5654
,75,3,Heat,39481,1315.9987
,76,3,Heat,39493,1316.3987
,77,4,Pin prick,41715,1390.4653
,78,4,Pin prick,41766,1392.1653
,79,4,Pin prick,41878,1395.8986
,80,4,Pin prick,45330,1510.9652
,81,4,Pin prick,45369,1512.2652
,82,4,Pin prick,45426,1514.1652
,83,4,Pin prick,45467,1515.5318
,84,4,Pin prick,45521,1517.3318
,85,4,Pin prick,45599,1519.9318
,86,4,Pin prick,45631,1520.9985
,87,4,Pin prick,45649,1521.5985
,88,4,Pin prick,45725,1524.1318
,89,4,Pin prick,45794,1526.4318
,90,4,Pin prick,45812,1527.0318
,91,4,Pin prick,45828,1527.5651
,92,4,Pin prick,46017,1533.8651
,93,4,Pin prick,46075,1535.7985
,94,4,Pin prick,49156,1638.4984
,95,4,Pin prick,49232,1641.0317
,96,4,Pin prick,49266,1642.1650
,97,4,Pin prick,49388,1646.2317
,98,4,Pin prick,49428,1647.5650
,99,4,Pin prick,49449,1648.2650
,100,4,Pin prick,49583,1652.7317
