mouse,behaviour,stimulus,n_deliv_day1,n_deliv_day2,rate_day1,rate_day2,rate_ratio,p_rate,rr_lo,rr_hi,p_day1,p_day2,delta,odds_ratio,ci_lo,ci_hi,p_fisher,min_detectable_delta,q_fisher,q_rate,change_index,change_index_lo,change_index_hi
F1,flinch,Heat,23,15,0.9565217391304348,0.13333333333333333,0.13939393939393938,0.0007203064353351003,0.046122829751981904,0.6293209513861174,0.6956521739130435,0.13333333333333333,-0.5623188405797102,11.88,2.3938604948845326,58.956819038365715,0.0009219453045926907,0.29,0.00353085435801456,0.002572522983339644,0.13939393939393938,0.046122829751981904,0.6293209513861174
F1,flinch,Light touch,22,13,0.22727272727272727,0.15384615384615385,0.676923076923077,0.6223241092433929,0.17249386568238428,3.430359531862409,0.22727272727272727,0.15384615384615385,-0.07342657342657341,1.4457142857142857,0.27216899972420344,7.679382288344062,0.6888863443041289,0.45,0.7985538387899735,0.6936733701757564,0.676923076923077,0.17249386568238428,3.430359531862409
F1,flinch,Mild touch,26,13,0.6153846153846154,1.0,1.625,0.9080001629018923,0.7970643673152504,3.3594350220829288,0.46153846153846156,0.46153846153846156,0.0,0.9946949602122016,0.27260588882875164,3.6294816231688083,1.0,0.37,1.0,0.927501547100602,1.625,0.7970643673152504,3.3594350220829288
F1,flinch,Pin prick,16,17,0.1875,0.35294117647058826,1.8823529411764708,0.3044807114316129,0.47661189341970817,6.410145266062961,0.1875,0.35294117647058826,0.16544117647058826,0.4586894586894587,0.10042552117500911,2.0950453336077457,0.4384332760306062,0.43,0.5574506092213355,0.37002864236480737,1.8823529411764708,0.47661189341970817,6.410145266062961
F1,guarding,ALL,87,58,0.05747126436781609,0.39655172413793105,6.9,0.0002122851088607998,2.532754560468368,16.21809192336256,0.05747126436781609,0.27586206896551724,0.21839080459770116,0.1717171717171717,0.061086189288309035,0.48270791493271226,0.00046843630963823554,0.17,0.002218908835128484,0.0010040511905578368,6.9,2.532754560468368,16.21809192336256
F1,guarding,Heat,23,15,0.13043478260869565,0.4666666666666667,3.577777777777778,0.11476089530807573,0.9238550166238094,11.685727926011792,0.13043478260869565,0.3333333333333333,0.20289855072463767,0.3259423503325942,0.07038404661735062,1.5094104537340767,0.2230247075198638,0.42,0.31767580776540866,0.16196094095897784,3.577777777777778,0.9238550166238094,11.685727926011792
F1,guarding,Light touch,22,13,0.0,0.6153846153846154,,0.022333944499111608,1.6604480731429376,498.4610193118668,0.0,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.0031495598226487695,1.4111319342099937,0.043697478991596636,0.38,0.08367602360092972,0.04294989326752233,,1.6604480731429376,498.4610193118668
F1,guarding,Mild touch,26,13,0.07692307692307693,0.38461538461538464,5.0,0.02102549658578342,0.9866649117032379,19.621656522252977,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.15769944341372913,0.029204256635680836,0.8515578658015099,0.030206677265500796,0.42,0.061092156267304985,0.0408829100279122,5.0,0.9866649117032379,19.621656522252977
F1,guarding,Pin prick,16,17,0.0,0.17647058823529413,,0.08926482207131498,0.3402903888120416,127.55236620753334,0.0,0.17647058823529413,0.17647058823529413,0.12554112554112554,0.005968885103224117,2.640455282615425,0.2272727272727273,0.32,0.31893687707641194,0.12910201539239768,,0.3402903888120416,127.55236620753334
F1,lickbite,ALL,87,58,0.40229885057471265,0.3448275862068966,0.8571428571428572,0.4180314280807218,0.502910902111365,1.4919095149020816,0.26436781609195403,0.20689655172413793,-0.057471264367816105,1.3553488372093023,0.6194840110040049,2.9653234593535496,0.5528076809957116,0.18,0.6636437246963564,0.48770333276084205,0.8571428571428572,0.502910902111365,1.4919095149020816
