session,mouse,sex,day,phase,fps,nUsed,guardMin,session_s,period,kind,pos,stim_code,stimulus,n_del,dur_s,dur_min,truncated,uncertain_pct,behaviour,class,n_bouts,total_dur_s,rate_per_min,dur_pct_time,n_per_delivery,dur_s_per_delivery
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,attending,affective,0,0.0,0.0,0.0,,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,lickbite,affective,0,0.0,0.0,0.0,,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,guarding,affective,0,0.0,0.0,0.0,,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,escape,affective,5,7.233326099999999,1.0000010000010002,2.411111111111111,,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,withdrawal,reflexive,0,,0.0,,,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,flinch,reflexive,0,,0.0,,,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block1_Pin prick,stimulus,1,1,Pin prick,17,299.99969999999996,4.999994999999999,0,0.0,attending,affective,0,0.0,0.0,0.0,0.0,0.0
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block1_Pin prick,stimulus,1,1,Pin prick,17,299.99969999999996,4.999994999999999,0,0.0,lickbite,affective,1,0.2333331,0.20000020000020002,0.07777777777777778,0.058823529411764705,0.013725476470588235
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block1_Pin prick,stimulus,1,1,Pin prick,17,299.99969999999996,4.999994999999999,0,0.0,guarding,affective,1,0.999999,0.20000020000020002,0.33333333333333337,0.058823529411764705,0.05882347058823529
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block1_Pin prick,stimulus,1,1,Pin prick,17,299.99969999999996,4.999994999999999,0,0.0,escape,affective,3,5.3666613,0.6000006000006001,1.788888888888889,0.17647058823529413,0.3156859588235294
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block1_Pin prick,stimulus,1,1,Pin prick,17,299.99969999999996,4.999994999999999,0,0.0,withdrawal,reflexive,16,,3.2000032000032004,,0.9411764705882353,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block1_Pin prick,stimulus,1,1,Pin prick,17,299.99969999999996,4.999994999999999,0,0.0,flinch,reflexive,4,,0.8000008000008001,,0.23529411764705882,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block2_Heat,stimulus,2,2,Heat,15,299.99969999999996,4.999994999999999,0,0.0,attending,affective,0,0.0,0.0,0.0,0.0,0.0
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block2_Heat,stimulus,2,2,Heat,15,299.99969999999996,4.999994999999999,0,0.0,lickbite,affective,1,0.5333327999999999,0.20000020000020002,0.17777777777777778,0.06666666666666667,0.03555551999999999
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block2_Heat,stimulus,2,2,Heat,15,299.99969999999996,4.999994999999999,0,0.0,guarding,affective,5,8.433324899999999,1.0000010000010002,2.811111111111111,0.3333333333333333,0.56222166
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block2_Heat,stimulus,2,2,Heat,15,299.99969999999996,4.999994999999999,0,0.0,escape,affective,3,5.2333281,0.6000006000006001,1.7444444444444447,0.2,0.34888853999999997
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block2_Heat,stimulus,2,2,Heat,15,299.99969999999996,4.999994999999999,0,0.0,withdrawal,reflexive,11,,2.2000022000022,,0.7333333333333333,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block2_Heat,stimulus,2,2,Heat,15,299.99969999999996,4.999994999999999,0,0.0,flinch,reflexive,1,,0.20000020000020002,,0.06666666666666667,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block3_Mild touch,stimulus,3,3,Mild touch,13,299.99969999999996,4.999994999999999,0,0.0,attending,affective,0,0.0,0.0,0.0,0.0,0.0
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block3_Mild touch,stimulus,3,3,Mild touch,13,299.99969999999996,4.999994999999999,0,0.0,lickbite,affective,7,3.2666633999999997,1.4000014000014003,1.088888888888889,0.5384615384615384,0.2512818
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block3_Mild touch,stimulus,3,3,Mild touch,13,299.99969999999996,4.999994999999999,0,0.0,guarding,affective,1,0.999999,0.20000020000020002,0.33333333333333337,0.07692307692307693,0.07692299999999999
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block3_Mild touch,stimulus,3,3,Mild touch,13,299.99969999999996,4.999994999999999,0,0.0,escape,affective,0,0.0,0.0,0.0,0.0,0.0
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block3_Mild touch,stimulus,3,3,Mild touch,13,299.99969999999996,4.999994999999999,0,0.0,withdrawal,reflexive,7,,1.4000014000014003,,0.5384615384615384,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block3_Mild touch,stimulus,3,3,Mild touch,13,299.99969999999996,4.999994999999999,0,0.0,flinch,reflexive,7,,1.4000014000014003,,0.5384615384615384,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block4_Light touch,stimulus,4,4,Light touch,13,294.36637229999997,4.9061062049999995,0,0.0,attending,affective,3,0.7333326,0.611482889820564,0.2491224096931265,0.23076923076923078,0.0564102
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block4_Light touch,stimulus,4,4,Light touch,13,294.36637229999997,4.9061062049999995,0,0.0,lickbite,affective,3,3.1666635,0.611482889820564,1.0757558600385007,0.23076923076923078,0.2435895
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block4_Light touch,stimulus,4,4,Light touch,13,294.36637229999997,4.9061062049999995,0,0.0,guarding,affective,5,7.8666588,1.01913814970094,2.672404031253539,0.38461538461538464,0.6051276
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block4_Light touch,stimulus,4,4,Light touch,13,294.36637229999997,4.9061062049999995,0,0.0,escape,affective,0,0.0,0.0,0.0,0.0,0.0
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block4_Light touch,stimulus,4,4,Light touch,13,294.36637229999997,4.9061062049999995,0,0.0,withdrawal,reflexive,5,,1.01913814970094,,0.38461538461538464,
7,F1,F,2,Post-treatment,30.00003000003,50479,0.0,1682.6316507,block4_Light touch,stimulus,4,4,Light touch,13,294.36637229999997,4.9061062049999995,0,0.0,flinch,reflexive,1,,0.203827629940188,,0.07692307692307693,
8,F2,F,2,Post-treatment,30.00003000003,50621,0.0,1687.3649793,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,attending,affective,0,0.0,0.0,0.0,,
8,F2,F,2,Post-treatment,30.00003000003,50621,0.0,1687.3649793,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,lickbite,affective,0,0.0,0.0,0.0,,
8,F2,F,2,Post-treatment,30.00003000003,50621,0.0,1687.3649793,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,guarding,affective,0,0.0,0.0,0.0,,
8,F2,F,2,Post-treatment,30.00003000003,50621,0.0,1687.3649793,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,escape,affective,1,2.2999977,0.20000020000020002,0.7666666666666668,,
8,F2,F,2,Post-treatment,30.00003000003,50621,0.0,1687.3649793,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,withdrawal,reflexive,0,,0.0,,,
8,F2,F,2,Post-treatment,30.00003000003,50621,0.0,1687.3649793,baseline,baseline,0,0,none,0,299.99969999999996,4.999994999999999,0,0.0,flinch,reflexive,0,,0.0,,,
8,F2,F,2,Post-treatment,30.00003000003,50621,0.0,1687.3649793,block1_Pin prick,stimulus,1,1,Pin prick,12,299.99969999999996,4.999994999999999,0,0.0,attending,affective,2,0.8999990999999999,0.40000040000040005,0.30000000000000004,0.16666666666666666,0.074999925
