session,day,mouse,sex,phase,period,kind,pos,stim_code,stimulus,n_del,dur_min,truncated,uncertain_pct,attending_dur_pct_time,escape_dur_pct_time,guarding_dur_pct_time,lickbite_dur_pct_time,attending_n_per_delivery,escape_n_per_delivery,flinch_n_per_delivery,guarding_n_per_delivery,lickbite_n_per_delivery,withdrawal_n_per_delivery,attending_rate_per_min,escape_rate_per_min,flinch_rate_per_min,guarding_rate_per_min,lickbite_rate_per_min,withdrawal_rate_per_min
1,1,F1,F,Baseline (no injection),baseline,baseline,0,0,none,0,4.999994999999999,0,0.0,0.0,4.622222222222223,0.0,0.0,,,,,,,0.0,4.200004200004201,0.0,0.0,0.0,0.0
1,1,F1,F,Baseline (no injection),block1_Mild touch,stimulus,1,1,Mild touch,26,4.999994999999999,0,0.0,0.0,0.9555555555555557,0.33333333333333337,0.0,0.0,0.23076923076923078,1.0769230769230769,0.038461538461538464,0.0,1.5384615384615385,0.0,1.2000012000012001,5.600005600005601,0.20000020000020002,0.0,8.000008000008002
1,1,F1,F,Baseline (no injection),block2_Pin prick,stimulus,2,2,Pin prick,16,4.999994999999999,0,0.0,0.8777777777777778,8.277777777777779,0.0,0.13333333333333333,0.5,1.5625,0.8125,0.0,0.1875,1.25,1.6000016000016002,5.000005000005001,2.6000026000026004,0.0,0.6000006000006001,4.000004000004001
1,1,F1,F,Baseline (no injection),block3_Light touch,stimulus,3,3,Light touch,22,4.999994999999999,0,0.0,0.0,2.1666666666666665,0.0,0.37777777777777777,0.0,0.2727272727272727,0.3181818181818182,0.0,0.13636363636363635,0.5909090909090909,0.0,1.2000012000012001,1.4000014000014003,0.0,0.6000006000006001,2.6000026000026004
1,1,F1,F,Baseline (no injection),block4_Heat,stimulus,4,4,Heat,23,4.856106254999999,0,0.0,0.08008237043816498,7.733668916599933,0.34321015902070706,2.6884795789955387,0.08695652173913043,1.0869565217391304,0.9565217391304348,0.043478260869565216,0.6086956521739131,1.565217391304348,0.41185260267745116,5.148157533468139,4.530378629451962,0.20592630133872558,2.882968218742158,7.413346848194121
2,1,F2,F,Baseline (no injection),baseline,baseline,0,0,none,0,4.999994999999999,0,0.0,0.0,3.677777777777778,0.0,0.0,,,,,,,0.0,2.0000020000020005,0.0,0.0,0.0,0.0
2,1,F2,F,Baseline (no injection),block1_Heat,stimulus,1,1,Heat,20,4.999994999999999,0,0.0,0.4222222222222223,4.9222222222222225,3.444444444444445,2.9222222222222225,0.3,0.85,0.6,0.55,1.3,1.3,1.2000012000012001,3.4000034000034005,2.4000024000024003,2.2000022000022,5.200005200005201,5.200005200005201
2,1,F2,F,Baseline (no injection),block2_Mild touch,stimulus,2,2,Mild touch,20,4.999994999999999,0,0.0,0.3888888888888889,2.7888888888888888,0.33333333333333337,0.5333333333333333,0.25,0.95,0.05,0.05,0.45,1.0,1.0000010000010002,3.8000038000038003,0.20000020000020002,0.20000020000020002,1.8000018000018003,4.000004000004001
2,1,F2,F,Baseline (no injection),block3_Pin prick,stimulus,3,3,Pin prick,31,4.999994999999999,0,0.0,0.26666666666666666,3.2111111111111112,1.088888888888889,1.6444444444444446,0.16129032258064516,0.2903225806451613,0.16129032258064516,0.25806451612903225,0.45161290322580644,1.032258064516129,1.0000010000010002,1.8000018000018003,1.0000010000010002,1.6000016000016002,2.8000028000028006,6.400006400006401
2,1,F2,F,Baseline (no injection),block4_Light touch,stimulus,4,4,Light touch,17,4.650550905,0,0.0,0.6450842193286346,3.5957472225540554,0.3583801218492414,0.22697407717118623,0.17647058823529413,0.7058823529411765,0.4117647058823529,0.058823529411764705,0.11764705882352941,0.8235294117647058,0.645084864413499,2.580339457653996,1.505198016964831,0.21502828813783298,0.43005657627566596,3.010396033929662
