Session,Day,Mouse ID,Sex,Phase,Treatment,Stim code,Stimulus,n_delivered,obs_time_s,withdrawal_n,withdrawal_rate,flinch_n,flinch_per_stim,attending_n,attending_per_stim,attending_dur_s,attending_s_per_stim,attending_pct_time,lickbite_n,lickbite_per_stim,lickbite_dur_s,lickbite_s_per_stim,lickbite_pct_time,guarding_n,guarding_per_stim,guarding_dur_s,guarding_s_per_stim,guarding_pct_time,escape_n,escape_per_stim,escape_dur_s,escape_s_per_stim,escape_pct_time
,2,,,Baseline,BLIND,1,heat ,19,132.90,10,0.5263,6,0.3158,1,0.0526,0.17,0.0088,0.13,0,0.0000,0.00,0.0000,0.00,0,0.0000,0.00,0.0000,0.00,3,0.1579,3.00,0.1579,2.26
,2,,,Baseline,BLIND,2,pin,16,167.47,12,0.7500,3,0.1875,5,0.3125,3.33,0.2083,1.99,1,0.0625,0.30,0.0187,0.18,0,0.0000,0.00,0.0000,0.00,1,0.0625,0.27,0.0167,0.16
,2,,,Baseline,BLIND,3,mild,11,103.47,7,0.6364,2,0.1818,1,0.0909,1.90,0.1727,1.84,0,0.0000,0.00,0.0000,0.00,0,0.0000,0.00,0.0000,0.00,0,0.0000,0.00,0.0000,0.00
,2,,,Baseline,BLIND,4,light,24,207.73,10,0.4167,4,0.1667,2,0.0833,2.10,0.0875,1.01,0,0.0000,0.00,0.0000,0.00,0,0.0000,0.00,0.0000,0.00,3,0.1250,5.17,0.2153,2.49
